Date,Product,Region,Quantity,Unit_Price,Total_Sales,Month,Day_of_Week
2023-11-13,Phone,West,7,1234.86,8644.019999999999,November,Monday
2023-01-22,Monitor,East,4,1341.43,5365.72,January,Sunday
2023-11-22,Phone,North,9,465.39,4188.51,November,Wednesday
2023-01-01,Monitor,South,5,661.74,3308.7,January,Sunday
2023-05-13,Phone,West,4,1277.27,5109.08,May,Saturday
2023-08-21,Keyboard,East,7,1239.29,8675.029999999999,August,Monday
2023-01-12,Keyboard,North,4,1062.03,4248.12,January,Thursday
2023-12-12,Keyboard,West,3,765.79,2297.37,December,Tuesday
2023-02-15,Laptop,West,9,1834.57,16511.13,February,Wednesday
2023-02-03,Monitor,South,8,745.56,5964.48,February,Friday
2023-03-19,Keyboard,West,1,965.68,965.68,March,Sunday
2023-08-06,Laptop,South,7,1388.42,9718.94,August,Sunday
2023-10-28,Monitor,East,9,1131.74,10185.66,October,Saturday
2023-03-14,Phone,South,8,759.08,6072.64,March,Tuesday
2023-10-09,Laptop,North,8,927.73,7421.84,October,Monday
2023-09-06,Tablet,South,6,1609.51,9657.06,September,Wednesday
2023-02-16,Laptop,North,4,628.45,2513.8,February,Thursday
2023-05-01,Laptop,South,8,370.28,2962.24,May,Monday
2023-08-02,Monitor,West,3,695.01,2085.0299999999997,August,Wednesday
2023-08-27,Phone,East,9,1714.12,15427.079999999998,August,Sunday
2023-02-25,Tablet,North,2,269.08,538.16,February,Saturday
2023-12-16,Keyboard,South,2,1984.22,3968.44,December,Saturday
2023-04-17,Keyboard,South,7,1127.91,7895.370000000001,April,Monday
2023-11-15,Laptop,South,4,1971.21,7884.84,November,Wednesday
2023-02-17,Monitor,West,8,1884.09,15072.72,February,Friday
2023-03-02,Monitor,West,9,960.35,8643.15,March,Thursday
2023-12-03,Keyboard,Online,7,477.13,3339.91,December,Sunday
2023-01-26,Tablet,North,5,413.28,2066.3999999999996,January,Thursday
2023-10-19,Phone,West,8,555.98,4447.84,October,Thursday
2023-09-14,Tablet,North,4,1449.25,5797.0,September,Thursday
2023-01-08,Phone,East,2,618.6,1237.2,January,Sunday
2023-04-23,Keyboard,East,6,748.71,4492.26,April,Sunday
2023-12-21,Phone,West,9,952.68,8574.119999999999,December,Thursday
2023-09-10,Monitor,North,1,1835.14,1835.14,September,Sunday
2023-06-29,Laptop,South,7,459.85,3218.9500000000003,June,Thursday
2023-07-26,Laptop,East,9,109.55,985.9499999999999,July,Wednesday
2023-10-30,Keyboard,West,9,214.18,1927.6200000000001,October,Monday
2023-05-07,Monitor,North,3,1819.06,5457.18,May,Sunday
2023-02-25,Tablet,West,5,1330.28,6651.4,February,Saturday
2023-08-02,Monitor,South,8,618.78,4950.24,August,Wednesday
2023-01-14,Laptop,East,8,436.67,3493.36,January,Saturday
2023-01-28,Laptop,West,4,659.11,2636.44,January,Saturday
2023-03-19,Monitor,West,1,318.11,318.11,March,Sunday
2023-08-04,Monitor,West,1,1888.91,1888.91,August,Friday
2023-12-31,Laptop,South,4,1589.99,6359.96,December,Sunday
2023-06-03,Tablet,West,6,978.54,5871.24,June,Saturday
2023-01-14,Keyboard,South,8,1743.43,13947.44,January,Saturday
2023-07-06,Keyboard,South,6,573.97,3443.82,July,Thursday
2023-11-08,Monitor,South,9,1462.53,13162.77,November,Wednesday
2023-01-07,Keyboard,East,9,1726.65,15539.85,January,Saturday
2023-01-03,Laptop,East,2,777.86,1555.72,January,Tuesday
2023-04-21,Laptop,West,1,1539.18,1539.18,April,Friday
2023-08-26,Monitor,West,2,660.64,1321.28,August,Saturday
2023-12-29,Monitor,East,5,667.83,3339.15,December,Friday
2023-08-27,Monitor,North,4,303.41,1213.64,August,Sunday
2023-10-01,Tablet,East,4,936.11,3744.44,October,Sunday
2023-10-21,Keyboard,South,9,1486.45,13378.050000000001,October,Saturday
2023-08-15,Monitor,East,8,1886.42,15091.36,August,Tuesday
2023-01-15,Phone,South,6,1247.21,7483.26,January,Sunday
2023-07-11,Phone,West,1,1739.96,1739.96,July,Tuesday
2023-04-29,Laptop,North,2,1662.74,3325.48,April,Saturday
2023-01-28,Keyboard,West,6,429.35,2576.1000000000004,January,Saturday
2023-07-21,Monitor,South,2,1023.05,2046.1,July,Friday
2023-02-08,Phone,South,5,322.15,1610.75,February,Wednesday
2023-09-30,Keyboard,South,5,1396.09,6980.45,September,Saturday
2023-08-19,Laptop,North,6,1904.81,11428.86,August,Saturday
2023-03-27,Tablet,East,6,360.47,2162.82,March,Monday
2023-05-06,Keyboard,West,6,1494.38,8966.28,May,Saturday
2023-10-27,Keyboard,West,2,1301.25,2602.5,October,Friday
2023-01-25,Tablet,Online,3,1208.85,3626.5499999999997,January,Wednesday
2023-05-25,Keyboard,Online,6,841.23,5047.38,May,Thursday
2023-01-13,Laptop,North,8,774.75,6198.0,January,Friday
2023-07-31,Laptop,West,1,185.97,185.97,July,Monday
2023-01-25,Tablet,South,1,514.03,514.03,January,Wednesday
2023-03-09,Monitor,Online,2,128.84,257.68,March,Thursday
2023-03-08,Phone,North,6,1204.69,7228.14,March,Wednesday
2023-08-21,Monitor,East,9,301.12,2710.08,August,Monday
2023-04-19,Keyboard,North,4,1758.74,7034.96,April,Wednesday
2023-05-26,Phone,South,3,1093.97,3281.91,May,Friday
2023-04-21,Tablet,East,8,1429.41,11435.28,April,Friday
2023-08-16,Tablet,West,9,880.63,7925.67,August,Wednesday
2023-04-21,Phone,North,5,1165.1,5825.5,April,Friday
2023-02-03,Laptop,Online,9,1891.05,17019.45,February,Friday
2023-04-21,Phone,West,2,257.19,514.38,April,Friday
2023-09-21,Keyboard,East,3,582.48,1747.44,September,Thursday
2023-08-24,Laptop,East,7,1581.98,11073.86,August,Thursday
2023-03-24,Tablet,East,7,287.6,2013.2000000000003,March,Friday
2023-02-11,Phone,North,6,243.76,1462.56,February,Saturday
2023-04-11,Monitor,West,6,786.93,4721.58,April,Tuesday
2023-01-06,Monitor,South,2,275.12,550.24,January,Friday
2023-06-29,Keyboard,North,6,1211.65,7269.900000000001,June,Thursday
2023-10-09,Monitor,North,4,529.92,2119.68,October,Monday
2023-11-16,Phone,North,3,1801.83,5405.49,November,Thursday
2023-08-14,Phone,South,2,1588.65,3177.3,August,Monday
2023-11-11,Monitor,West,1,1429.44,1429.44,November,Saturday
2023-12-31,Phone,West,5,1272.19,6360.950000000001,December,Sunday
2023-08-17,Keyboard,West,2,1740.58,3481.16,August,Thursday
2023-10-16,Laptop,East,2,523.82,1047.64,October,Monday
2023-05-30,Keyboard,East,7,1758.91,12312.37,May,Tuesday
2023-10-04,Keyboard,East,8,1600.04,12800.32,October,Wednesday
2023-07-17,Phone,South,8,1521.51,12172.08,July,Monday
2023-03-11,Laptop,East,4,1166.39,4665.56,March,Saturday
2023-04-22,Phone,South,1,567.86,567.86,April,Saturday
2023-01-04,Tablet,West,7,904.74,6333.18,January,Wednesday
2023-12-16,Phone,East,1,1607.78,1607.78,December,Saturday
2023-11-27,Phone,East,4,160.38,641.52,November,Monday
2023-11-14,Phone,North,8,1585.9,12687.2,November,Tuesday
2023-12-16,Laptop,South,2,556.13,1112.26,December,Saturday
2023-04-05,Phone,West,6,374.19,2245.14,April,Wednesday
2023-06-01,Laptop,North,6,319.83,1918.98,June,Thursday
2023-11-07,Monitor,North,9,151.78,1366.02,November,Tuesday
2023-05-17,Tablet,West,5,1094.81,5474.049999999999,May,Wednesday
2023-09-04,Laptop,North,4,514.69,2058.76,September,Monday
2023-08-31,Monitor,South,5,1979.92,9899.6,August,Thursday
2023-01-31,Laptop,South,5,1191.43,5957.150000000001,January,Tuesday
2023-02-09,Laptop,East,8,361.98,2895.84,February,Thursday
2023-08-17,Tablet,North,8,1408.65,11269.2,August,Thursday
2023-02-05,Keyboard,East,2,1805.71,3611.42,February,Sunday
2023-08-11,Keyboard,North,7,1515.84,10610.88,August,Friday
2023-01-06,Laptop,South,8,245.24,1961.92,January,Friday
2023-11-18,Phone,South,6,1802.18,10813.08,November,Saturday
2023-08-08,Monitor,South,5,1608.47,8042.35,August,Tuesday
2023-03-16,Phone,North,9,400.78,3607.0199999999995,March,Thursday
2023-01-04,Phone,South,3,198.39,595.17,January,Wednesday
2023-12-01,Laptop,North,4,1158.89,4635.56,December,Friday
2023-05-14,Laptop,East,9,396.47,3568.2300000000005,May,Sunday
2023-04-28,Laptop,North,6,1685.72,10114.32,April,Friday
2023-04-04,Laptop,East,8,780.84,6246.72,April,Tuesday
2023-03-03,Keyboard,North,7,1834.5,12841.5,March,Friday
2023-07-13,Laptop,East,2,1174.81,2349.62,July,Thursday
2023-12-01,Keyboard,South,3,447.08,1341.24,December,Friday
2023-07-22,Keyboard,East,1,365.24,365.24,July,Saturday
2023-01-26,Laptop,South,9,1195.3,10757.699999999999,January,Thursday
2023-06-22,Tablet,South,7,1547.58,10833.06,June,Thursday
2023-10-27,Monitor,East,1,1584.86,1584.86,October,Friday
2023-05-13,Phone,North,3,623.94,1871.8200000000002,May,Saturday
2023-11-22,Keyboard,North,4,488.07,1952.28,November,Wednesday
2023-04-28,Monitor,West,4,131.84,527.36,April,Friday
2023-11-20,Tablet,North,5,1390.48,6952.4,November,Monday
2023-10-02,Phone,West,3,245.48,736.4399999999999,October,Monday
2023-07-31,Phone,North,3,899.45,2698.3500000000004,July,Monday
2023-08-13,Keyboard,North,1,1243.2,1243.2,August,Sunday
2023-01-20,Laptop,South,7,1880.51,13163.57,January,Friday
2023-04-23,Tablet,West,1,692.42,692.42,April,Sunday
2023-05-20,Keyboard,North,2,574.57,1149.14,May,Saturday
2023-02-16,Tablet,West,4,1342.9,5371.6,February,Thursday
2023-01-01,Laptop,South,4,1276.55,5106.2,January,Sunday
2023-03-31,Laptop,South,5,731.01,3655.05,March,Friday
2023-05-22,Keyboard,West,2,1863.39,3726.78,May,Monday
2023-11-16,Laptop,South,4,1705.24,6820.96,November,Thursday
2023-02-07,Monitor,East,1,525.57,525.57,February,Tuesday
2023-10-20,Phone,East,2,554.37,1108.74,October,Friday
2023-05-19,Keyboard,South,1,1073.37,1073.37,May,Friday
2023-12-22,Tablet,East,4,1569.79,6279.16,December,Friday
2023-11-29,Monitor,North,4,183.68,734.72,November,Wednesday
